"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
4548,"Meitantei Conan: Senritsu no furu sukoa",2019,0,21997163,21997163
4549,"Tout le Monde Debout",2018,0,21979795,21979795
4550,"Joy Ride",2001,21973182,0,21973182
4551,"Black or White",2015,21571189,399832,21971021
4552,"Unaccompanied Minors",2006,16655224,5315607,21970831
4553,"Feichang Xingyun",2013,0,21970000,21970000
4554,"Love Don't Cost a Thing",2003,21897389,39846,21937235
4555,"Friday the 13th Part V: A New Beginning",1985,21930418,0,21930418
4556,"Boys",1996,21930418,0,21930418
4557,"Herutâ sukerutâ",2012,0,21927919,21927919
4558,"Partner",2007,1062840,20853261,21916101
4559,"The Glass Castle",2017,17273059,4641140,21914199
4560,"Biker Boyz",2003,21908034,0,21908034
4561,"Io, Loro e Lara",2010,0,21903000,21903000
4562,"Flicka",2006,21000147,896220,21896367
4563,"Just Wright",2010,21540363,327302,21867665
4564,"Stan & Ollie",2018,5452726,16407995,21860721
4565,"Reno 911!: Miami",2007,20342161,1509201,21851362
4566,"Only the Lonely",1991,21830957,0,21830957
4567,"Il Postino",1995,21812813,16754,21829567
4568,"Mr. 3000",2004,21800302,26994,21827296
4569,"Melancholia",2011,3030848,18786450,21817298
4570,"The Caine Mutiny",1954,21800000,0,21800000
4571,"Boys and Girls",2000,21799652,0,21799652
4572,"Fair*Game",2010,9540691,12252214,21792905
4573,"Little Voice",1998,4595000,17192233,21787233
4574,"Pokémon the Movie XY: Ring no Chomajin Hoopa",2015,0,21786128,21786128
4575,"Free Solo",2018,17534673,4245748,21780421
4576,"Live by Night",2016,10378555,11395877,21774432
4577,"Little Black Book",2004,20422207,1336164,21758371
4578,"Ricochet",1991,21756163,0,21756163
4579,"Exodus",1960,21750000,0,21750000
4580,"Son of Sardaar",2012,713754,21034074,21747828
4581,"Se Eu Fosse Voce 2",2009,0,21734431,21734431
4582,"Shining Through",1992,21733781,0,21733781
4583,"7 gwanggu",2011,0,21729647,21729647
4584,"Friday the 13th Part 2",1981,21722776,0,21722776
4585,"Lock Up",1989,21717616,0,21717616
4586,"Proud Mary",2018,20868638,840901,21709539
4587,"Cousins",1989,21707236,0,21707236
4588,"The Green Berets",1968,21707027,0,21707027
4589,"The Russians Are Coming, the Russians Are Coming",1966,21693114,0,21693114
4590,"Class",1983,21667789,0,21667789
4591,"White Oleander",2002,16357770,5300000,21657770
4592,"Como agua para chocolate",1993,21656534,0,21656534
4593,"The Rookie",1990,21633874,0,21633874
4594,"Wan Wu Sheng Zhang",2015,0,21630000,21630000
4595,"Doomsday",2008,11008770,10612418,21621188
4596,"Wild Child",2009,0,21618331,21618331
4597,"The Quest",1996,21607190,0,21607190
4598,"Crayon Shin-chan: Fast Asleep! Dreaming World B…",2016,0,21600242,21600242
4599,"Over Her Dead Body",2008,7570127,14025947,21596074
4600,"Pokemon za mubi XY and Z borukenion to kiko (ka…",2016,0,21594899,21594899
4601,"Consenting Adults",1992,21591728,0,21591728
4602,"Ai Qing Gong She",2016,0,21590284,21590284
4603,"Wicker Park",2004,13001257,8575819,21577076
4604,"Kon-Tiki",2012,1517410,20054692,21572102
4605,"Papa ou maman",2015,0,21552188,21552188
4606,"The Rum Diary",2011,13109815,8434917,21544732
4607,"Blackbeard's Ghost",1968,21540050,0,21540050
4608,"Oh God, You Devil!",1984,21538000,0,21538000
4609,"Épouse-moi mon pote",2017,0,21530000,21530000
4610,"The Prison",2017,207481,21315070,21522551
4611,"Army of Darkness",1993,11502976,10000000,21502976
4612,"The Right Stuff",1983,21500000,0,21500000
4613,"Desu Noto",2008,0,21497802,21497802
4614,"The Man Who Wasn't There",2001,7494849,14000000,21494849
4615,"Married to the Mob",1988,21486757,0,21486757
4616,"Enter the Dragon",1973,21483063,0,21483063
4617,"Eiga doraemon: Shin. Nobita no uchû kaitakushi",2009,0,21463266,21463266
4618,"Tough Guys",1986,21458229,0,21458229
4619,"Toys",1992,21452082,0,21452082
4620,"Da Shi Xiong",2018,85624,21366084,21451708
4621,"The Fog",1980,21445318,502,21445820
4622,"A Very Brady Sequel",1996,21443204,0,21443204
4623,"Quigley Down Under",1990,21413105,0,21413105
4624,"Our Family Wedding",2010,20255281,1155265,21410546
4625,"Arn - Tempelriddaren",2007,0,21404122,21404122
4626,"Rhinestone",1984,21400000,0,21400000
4627,"Die Unendliche Geschichte",1984,21300000,92049,21392049
4628,"Daensing Kwin",2012,0,21387594,21387594
4629,"Cold Creek Manor",2003,21384035,0,21384035
4630,"Penelope",2008,10011996,11363170,21375166
4631,"The First Power",1990,21365321,0,21365321
4632,"Center Stage",2000,17200925,4160184,21361109
4633,"Waist Deep",2006,21344312,0,21344312
4634,"8 Seconds",1994,19582455,1759935,21342390
4635,"Captain Fantastic",2016,5879835,15460399,21340234
4636,"The King and I",1956,21300000,0,21300000
4637,"The Bells of St. Mary's",1945,21300000,0,21300000
4638,"The Freshman",1990,21289527,0,21289527
4639,"The Black Cauldron",1985,21288692,0,21288692
4640,"The Apostle",1997,20733485,544285,21277770
4641,"Buried",2010,1044143,20226147,21270290
4642,"Happy-Go-Lucky",2008,3512016,17722163,21234179
4643,"Nazotoki Wa Dinner No Ato De",2013,0,21216502,21216502
4644,"New York Minute",2004,14018364,7197518,21215882
4645,"A Haunted House 2",2014,17329487,3877374,21206861
4646,"Christine",1983,21200000,3795,21203795
4647,"Fame",1980,21202829,0,21202829
4648,"Straight Talk",1992,21202099,0,21202099
4649,"Mister Roberts",1955,21200000,0,21200000
4650,"The Guard",2011,5359774,15837680,21197454
4651,"Raising Cain",1992,21171695,0,21171695
4652,"ATL",2006,21170563,0,21170563
4653,"A Nightmare on Elm Street Part 2: Freddy's Revenge",1985,21163999,0,21163999
4654,"Cujo",1983,21156152,0,21156152
4655,"Coneheads",1993,21153686,0,21153686
4656,"Things Are Tough All Over",1982,21134374,0,21134374
4657,"Stir of Echoes",1999,21133087,0,21133087
4658,"Atrapa la bandera",2015,0,21131406,21131406
4659,"The Divine Weapon",2008,0,21122661,21122661
4660,"Ferngully… The Last Rainforest",1992,21111825,0,21111825
4661,"Minha Vida em Marte",2018,0,21105636,21105636
4662,"Top Secret!",1984,21100000,0,21100000
4663,"Malmoi",2019,0,21099312,21099312
4664,"Very Bad Things",1998,9949470,11145504,21094974
4665,"The Banquet",2007,0,21094782,21094782
4666,"Tales from the Crypt: Demon Knight",1995,21089146,0,21089146
4667,"F/X2",1991,21075831,0,21075831
4668,"Weekend Pass",1984,21058033,0,21058033
4669,"Father Figures",2017,17501244,3537197,21038441
4670,"Punchline",1988,21032000,0,21032000
4671,"Night Shift",1982,21017056,0,21017056
4672,"22 nenme no Kokuhaku: Watashi ga Satsujinhan desu",2017,0,21001632,21001632
4673,"Dracula",1979,21000000,0,21000000
4674,"The World's Greatest Lover",1977,21000000,0,21000000
4675,"Cat People",1982,7000000,14000000,21000000
4676,"High School High",1996,20995023,0,20995023
4677,"A Room with a View",1986,20966644,0,20966644
4678,"La Guerre du feu",1982,20959585,0,20959585
4679,"The Devil's Rejects",2005,17044981,3895447,20940428
4680,"Nosso Lar",2010,0,20932364,20932364
4681,"Der 7bte Zwerg",2015,0,20930000,20930000
4682,"Red Dog",2011,0,20927794,20927794
4683,"El Nino",2014,245,20917740,20917985
4684,"Alad’2",2018,0,20917377,20917377
4685,"Neoeui kyeol hoonsik",2018,0,20901029,20901029
4686,"Khumba",2013,0,20898221,20898221
4687,"Love & Friendship",2016,14016568,6880369,20896937
4688,"Amores Perros",2001,5383834,15500000,20883834
4689,"Mr. Baseball",1992,20883046,0,20883046
4690,"Short Circuit 2",1988,20882000,0,20882000
4691,"The Hitcher",2007,16379582,4476064,20855646
4692,"Grand Prix",1966,20845016,0,20845016
4693,"Super Mario Bros.",1993,20844907,0,20844907
4694,"The Postman",1997,17650704,3190419,20841123
4695,"Georgia Rule",2007,18882880,1936721,20819601
4696,"Le Grand Chef",2007,0,20794760,20794760
4697,"A Thousand Words",2012,18450127,2340359,20790486
4698,"Jason's Lyric",1994,20788730,0,20788730
4699,"Mulholland Drive",2001,7219578,13566395,20785973
4700,"The Air Up There",1994,20782439,0,20782439
4701,"Left Behind",2014,14019924,6749285,20769209
4702,"Hanbando",2006,0,20766123,20766123
4703,"The Dead Zone",1983,20766000,0,20766000
4704,"Hotaru no Hikari",2012,0,20753277,20753277
4705,"Les Lyonnais",2012,0,20747278,20747278
4706,"Boys Don't Cry",1999,11540607,9200393,20741000
4707,"Superfly",2018,20537137,186444,20723581
4708,"Alex Rider: Operation Stormbreaker",2006,659210,20063240,20722450
4709,"Eurotrip",2004,17718223,3000000,20718223
4710,"The Infiltrator",2016,15436808,5281296,20718104
4711,"Friends Mononoke-jima no Naki",2011,0,20715574,20715574
4712,"Best in Show",2000,18621249,2074164,20695413
4713,"Fear",1996,20694623,0,20694623
4714,"Keanu",2016,20591853,96288,20688141
4715,"Sonu Ke Titu Ki Sweety",2018,0,20686846,20686846
4716,"Cat Ballou",1965,20666667,0,20666667
4717,"El Clan",2015,201227,20458327,20659554
4718,"The Man From Snowy River",1982,20659423,0,20659423
4719,"Intersection",1994,20643034,0,20643034
4720,"Iron Will",1994,20623071,0,20623071
4721,"Dead Silence",2007,16574590,4040071,20614661
4722,"Walk Hard: The Dewey Cox Story",2007,18317151,2288902,20606053
4723,"A Christmas Story",1983,20605209,0,20605209
4724,"F/X",1986,20603715,0,20603715
4725,"Country Strong",2010,20218921,383066,20601987
4726,"Bobby",2006,11242801,9355005,20597806
4727,"Cocktail",2012,1027121,19569638,20596759
4728,"Raid",2018,1010385,19578006,20588391
4729,"Speechless",1994,20564705,0,20564705
4730,"Tubelight",2017,930058,19630866,20560924
4731,"The Last Castle",2001,18208078,2333590,20541668
4732,"Easy Virtue",2009,2656784,17880957,20537741
4733,"Porky's Revenge",1985,20518000,0,20518000
4734,"Cock and Bull",2016,82778,20434698,20517476
4735,"Breakthrough",2019,14606925,5900000,20506925
4736,"The Last Picture Show",1971,20505085,0,20505085
4737,"My Life in Ruins",2009,8677425,11800000,20477425
4738,"The Final Conflict",1981,20471000,0,20471000
4739,"Chilgeup gongmuwon",2009,0,20468524,20468524
4740,"The Nutcracker in 3D",2010,195459,20270557,20466016
4741,"Shiwan Ge Lengxiaohua 2",2017,0,20460352,20460352
4742,"The Groove Tube",1974,20447000,0,20447000
4743,"Madhouse",1990,20438179,0,20438179
4744,"Margin Call",2011,5353586,15079641,20433227
4745,"Alien Adventure",2000,5017383,15410295,20427678
4746,"The Adventures of Ford Fairlane",1990,20423389,0,20423389
4747,"Hello Again",1987,20419446,0,20419446
4748,"The Beach Girls",1982,20418789,0,20418789
4749,"Shame",2011,4002293,16410548,20412841
4750,"Kids",1995,7412216,13000000,20412216
4751,"Some Kind of Hero",1982,20400486,0,20400486
4752,"Duel in the Sun",1946,20400000,0,20400000
4753,"The Sapphires",2012,2450867,17944173,20395040
4754,"The Death of Stalin",2017,8041828,12352026,20393854
4755,"Hyeong",2016,51772,20340567,20392339
4756,"F.I.S.T",1978,20388920,0,20388920
4757,"Valentine",2001,20384136,0,20384136
4758,"Inori no maku ga oriru toki",2018,0,20362866,20362866
4759,"Gonjiam: Haunted Asylum",2018,115252,20230328,20345580
4760,"Code of Silence",1985,20345361,0,20345361
4761,"Delhi Belly",2011,1532594,18757072,20289666
4762,"The Namesake",2007,13610521,6678253,20288774
4763,"City Hall",1996,20278055,0,20278055
4764,"Vampires",1998,20268825,0,20268825
4765,"The Incredible Shrinking Woman",1981,20259000,0,20259000
4766,"Action Jackson",1988,20257000,0,20257000
4767,"Mobsters",1991,20246790,0,20246790
4768,"Critical Condition",1987,20240502,0,20240502
4769,"Six Pack",1982,20225989,0,20225989
4770,"The People vs. Larry Flynt",1996,20224840,0,20224840
4771,"An American Tail: Fievel Goes West",1991,20218664,0,20218664
4772,"Sudden Death",1995,20214270,0,20214270
4773,"Jag ar Nyfiken - en film i gult",1969,20200000,0,20200000
4774,"A Force of One",1979,20200000,0,20200000
4775,"Tarzan",2014,0,20200000,20200000
4776,"Die Fälscher",2008,5488570,14711093,20199663
4777,"Hodejegerne",2012,1200010,18988730,20188740
4778,"Barry Lyndon",1975,20000000,169934,20169934
4779,"Life of Brian",1979,20160501,5781,20166282
4780,"Beerfest",2006,19185184,974132,20159316
4781,"Juice",1992,20146800,0,20146800
4782,"Corrina, Corrina",1994,20146496,0,20146496
4783,"Serving Sara",2002,16930185,3215965,20146150
4784,"Gekijoban Kamen Raida Ozu Wandafuru: Shogun to …",2011,0,20145961,20145961
4785,"Multiplicity",1996,20133326,0,20133326
4786,"Love and Death",1975,20123742,0,20123742
4787,"Nanjing! Nanjing!",2009,122558,20000000,20122558
4788,"Hirugao",2017,0,20122010,20122010
4789,"Legends of Oz: Dorothy’s Return",2014,8462347,11645586,20107933
4790,"Another Stakeout",1993,20107504,0,20107504
4791,"Tess",1980,20093330,0,20093330
4792,"Shokubutsu zukan: Unmei no koi, hiroimashita",2016,0,20084529,20084529
4793,"Reign Over Me",2007,19661987,420000,20081987
4794,"Reality Bites",1994,20079850,0,20079850
4795,"Gu Jian Qi Tan Zhi Liu Yue Zhao Ming",2018,0,20079528,20079528
4796,"Dieses bescheuerte Herz",2017,0,20070328,20070328
4797,"Bharat Ane Nenu",2018,2663090,17406688,20069778
4798,"Who Sleeps My Bro",2016,0,20069212,20069212
4799,"Booty Call",1997,20066917,0,20066917
4800,"Stella",1990,20062347,0,20062347
4801,"Blindness",2008,3073392,16979566,20052958
4802,"Saawariya",2007,885574,19166882,20052456
4803,"With Honors",1994,20043254,0,20043254
4804,"Only You",1994,20042048,0,20042048
4805,"Say Anything…",1989,20036737,0,20036737
4806,"Creepshow",1982,20036244,0,20036244
4807,"The Presidio",1988,20036000,0,20036000
4808,"Down to You",2000,20035310,0,20035310
4809,"I Heart Huckabees",2004,12784713,7250000,20034713
4810,"Tai Chi Hero",2013,30830,19985212,20016042
4811,"Another Year",2010,3205706,16799907,20005613
4812,"Taking Care of Business",1990,20005435,0,20005435
4813,"Gao Gen Xie Xian Sheng",2016,0,20003920,20003920
4814,"Breaking Away",1979,20000000,0,20000000
4815,"The Great Waldo Pepper",1975,20000000,0,20000000
4816,"Shane",1953,20000000,0,20000000
4817,"Outland",1981,20000000,0,20000000
4818,"The Kentucky Fried Movie",1977,15000000,5000000,20000000
4819,"Ho Voglia Di Te",2007,0,20000000,20000000
4820,"The Adventure of Sherlock Holmes' Smarter Brother",1975,20000000,0,20000000
4821,"Barefoot in the Park",1967,19994515,0,19994515
4822,"Rubbeldiekatz",2011,0,19954186,19954186
4823,"Sadako 3D",2012,0,19949419,19949419
4824,"Frailty",2002,13110448,6836832,19947280
4825,"crazy/beautiful",2001,16929123,3000000,19929123
4826,"Unfaithfully Yours",1984,19928200,0,19928200
4827,"Un Prophète",2010,2087720,17822904,19910624
4828,"Breathless",1983,19910002,0,19910002
4829,"Soshite chichi ni naru",2013,333678,19563056,19896734
4830,"Fled",1996,17192205,2700000,19892205
4831,"Caché",2005,3647381,16243950,19891331
4832,"Volunteers",1985,19875740,0,19875740
4833,"Hard Rain",1998,19870567,0,19870567
4834,"Get Over It",2001,11560259,8300000,19860259
4835,"Altered States",1980,19853892,0,19853892
4836,"Child's Play 3",1991,14250380,5600000,19850380
4837,"Melinda and Melinda",2005,3826280,16000000,19826280
4838,"Innerspace",1987,19816619,0,19816619
4839,"Buena Vista Social Club",1999,6997620,12811570,19809190
4840,"Prêt-à-Porter",1994,11300653,8506015,19806668
4841,"Royal Treasure (China)",2016,0,19800196,19800196
4842,"If Beale Street Could Talk",2018,14915773,4881431,19797204
4843,"Cruising",1980,19784223,0,19784223
4844,"The Prodigy",2019,14856291,4902737,19759028
4845,"Amelia",2009,14279575,5476502,19756077
4846,"Color of Night",1994,19750470,0,19750470
4847,"Gone Fishin'",1997,19745922,0,19745922
4848,"Betsy's Wedding",1990,19740070,0,19740070
4849,"Young Sherlock Holmes",1985,19739000,0,19739000
4850,"Dad",1989,19738015,0,19738015
4851,"The Cowboy Way",1994,19731505,0,19731505
4852,"Ye Wen hui chuan: Zhang Tianzhi",2018,154022,19572493,19726515
4853,"Lady Sings the Blues",1972,19726490,0,19726490
4854,"Fire in the Sky",1993,19724334,0,19724334
4855,"It Comes at Night",2017,13985117,5735086,19720203
4856,"Summer Catch",2001,19693891,0,19693891
4857,"Youth in Revolt",2010,15285588,4400000,19685588
4858,"Don't Be a Menace to South Central While Drinki…",1996,19674813,0,19674813
4859,"Shackleton's Antarctic Adventure",2001,15553324,4113837,19667161
4860,"Blackhat",2015,8005980,11659024,19665004
4861,"Tucker: The Man and His Dream",1988,19652638,0,19652638
4862,"Neuilly Sa Mère",2009,0,19637575,19637575
4863,"Vampire in Brooklyn",1995,19637147,0,19637147
4864,"Kuffs",1992,19618135,0,19618135
4865,"Go-ji-jeon",2012,0,19603449,19603449
4866,"Nighthawks",1981,14600000,5000000,19600000
4867,"Dead Man Down",2013,10895295,8704679,19599974
4868,"The Serpent and the Rainbow",1988,19595000,0,19595000
4869,"Heavy Metal",1981,19571091,0,19571091
4870,"Before I Go to Sleep",2014,3242457,16321122,19563579
4871,"Jetsons: The Movie",1990,19543985,0,19543985
4872,"The Professionals",1966,19537346,0,19537346
4873,"The Perfect Man",2005,16535005,3000000,19535005
4874,"View from the Top",2003,15614000,3912014,19526014
4875,"Police Academy 5: Assignment: Miami Beach",1988,19510000,0,19510000
4876,"This is the Army",1943,19500000,0,19500000
4877,"La Dolce Vita",1961,19500000,0,19500000
4878,"It Takes Two",1995,19474589,0,19474589
4879,"Friday the 13th Part VI: Jason Lives",1986,19472057,0,19472057
4880,"Mokgyeokja",2018,0,19469123,19469123
4881,"The Babe",1992,17064550,2400000,19464550
4882,"They Shall Not Grow Old",2018,17883971,1564738,19448709
4883,"Andarushia: Megami No Houfuku",2011,0,19446029,19446029
4884,"Crayon Shinchan Vol. 23",2015,0,19445580,19445580
4885,"The Fly II",1989,19441528,0,19441528
4886,"House Party 2",1991,19438638,0,19438638
4887,"Gong fu guan lan",2008,0,19428291,19428291
4888,"Happy Family",2017,0,19425530,19425530
4889,"Doug's 1st Movie",1999,19421271,0,19421271
4890,"Get Carter",2000,14967182,4450000,19417182
4891,"An Innocent Man",1989,19397847,0,19397847
4892,"Zimna wojna",2018,4580048,14801745,19381793
4893,"The Human Stain",2003,5381227,13998160,19379387
4894,"Sekigahara",2017,0,19356048,19356048
4895,"Tuck Everlasting",2002,19161999,182616,19344615
4896,"The Leisure Seeker",2018,3224126,16116412,19340538
4897,"Deep Blue",2005,132261,19200000,19332261
4898,"71: Into the Fire",2010,159335,19162346,19321681
4899,"Joe",1970,19319254,0,19319254
4900,"Rock Star",2001,16991902,2325863,19317765
4901,"Le renard et l'enfant",2008,0,19317689,19317689
4902,"Kono sekai no katasumi ni",2016,0,19309698,19309698
4903,"Little Giants",1994,19306362,0,19306362
4904,"Sheng Tang Wei Ji",2015,0,19305207,19305207
4905,"Posse",1993,18290000,1000000,19290000
4906,"Summer of Sam",1999,19288130,0,19288130
4907,"2046",2005,1442338,17845147,19287485
4908,"Bandidas",2006,0,19282590,19282590
4909,"Memoir of a Murderer",2017,91335,19191200,19282535
4910,"Deathtrap",1982,19282000,0,19282000
4911,"Best Defense",1984,19265302,0,19265302
4912,"Kaguyahime no monogatari",2013,1506975,17737952,19244927
4913,"Geukbisusa",2015,0,19243890,19243890
